"4","2","2005-10-26 13:10:30","2005-10-26 20:10:30","<div class=""line""></div>

<img src=""http://archivemati.ca/wp-content/images/PeterProfilePic.jpg"" alt=""Peter's profile pic""  width=""105"" height=""150"" style=""float: left; margin-right: 10px; margin-bottom: 10px;"" />Hi, Peter Van Garderen here.

I use this blog to organize and share my PhD research notes and links. [<a href=""http://archivemati.ca/2005/10/27/boldly-blogging-my-way-into-a-thesis/"">more</a>]

I also use it to post news and information related my work as a digital archives consultant. [<a href=""http://artefactual.com/about.htm"">more</a>]

I am enrolled as a doctoral candidate at the University of Amsterdam.<!--more--> [<a href=""http://archivemati.ca/2005/10/27/phd-administrative-information/"">more</a>]

I am studying the enabling technologies and practices that can enhance the access and use of digital archives. [<a href=""http://archivemati.ca/2005/10/27/research-topi/"">more</a>]

<p style=""clear:left;"">The theoretical framework for my research is archival science. [<a href=""http://archivemati.ca/2005/10/27/archival-science/"">more</a>]</p>

I will use a research methodology that falls roughly within the post-positivist school and will include system development as a method of theory buidling. [<a href=""http://archivemati.ca/2005/10/28/research-methodology"">more</a>]

While completing my PhD research I will continue to work out of Vancouver, Canada as a consultant for Artefactual Systems. [<a href=""http://artefactual.com/about.htm"">more</a>]

<h4>Contact</h4>peter at artefactual dot com","About","0",,"static","open","open",,"about",,,"2005-10-26 13:10:30","2005-10-26 20:10:30",,"0","http://archivemati.ca/about/","0","post",,"2"
"75","2","2008-04-18 02:17:56","2008-04-18 06:17:56","            <li class=""widget""><h2>Archives</h2>
				<ul>
			<?php wp_get_archives('type=monthly'); ?>
				</ul>
	        </li>","blog archives","0",,"publish","open","open",,"blog-archives",,,"2008-04-18 02:20:03","2008-04-18 06:20:03",,"0","http://archivemati.ca/?page_id=75","0","page",,"0"
"6","2","2005-10-27 15:32:23","2005-10-27 22:32:23","Well, here goes. This is the first post in my new blog here at <strong>archivemati.ca</strong>.

After trying several options for organizing my bibliography and research notes, I decided on the blog format as the easiest and most efficient way to organize my research materials and at the same time allow for the capture of a lot of random or tangential thoughts and ideas that don't necessarily fit neatly into a paper or presentation.<!--more-->

My hope is that after a few years I will be able to harvest some of the raw content on this blog and integrate it with the papers and presentations I will be preparing into some type of respectable doctoral thesis.

However, given my short attention span this may only last a few weeks. Let's see what happens...","Boldly blogging my way into a thesis","0",,"publish","open","open",,"boldly-blogging-my-way-into-a-thesis",,,"2005-10-27 15:32:23","2005-10-27 22:32:23",,"0","http://archivemati.ca/2005/10/27/boldly-blogging-my-way-into-a-thesis/","0","post",,"0"
"7","2","2005-10-27 21:05:49","2005-10-28 04:05:49","I am a Doctoral Candidate in Archives and Information Science at the <a href=""http://www.uva.nl/"">University of Amsterdam</a>. In June 2005 my PhD research proposal was approved and <a href=""http://www.onderzoekinformatie.nl/en/oi/nod/onderzoek/OND1307370/"">registered</a> in the Royal Netherlands Academy of Arts and Sciences’ Research Database.<!--more-->

My master’s degree is in Archival Studies (University of British Columbia). I hold a Bachelor of Arts Degree (History and English, Simon Fraser University) as well as a Certificate of Software Engineering (University of British Columbia).

My thesis supervisor (‘promoter’) is <a href=""http://cf.hum.uva.nl/bai/home/eketelaar/cve.html"">Eric Ketelaar</a>, Professor of Archivistics (Archival Science) in the Department of <a href=""http://www.mediastudies.nl/"">Mediastudies</a> (Archive and Information Studies) at the University of Amsterdam.

My day-to-day supervisor (‘dagelijks begeleider’) is Peter Horsman,  research coordinator and lecturer, <a href=""http://www.archiefschool.nl/engels.htm"">Archiefschool</a>: Netherlands Institute for Archival Education and Research (Hogeschool van Amsterdam/Universiteit van Amsterdam).

I am pursuing my doctorate research at UvA as an external candidate (‘buitenpromovendus’) which is defined by the UvA Guide for PhD Researchers (April 2003) as a ‘PhD student not employed by the university and who is working on a doctoral thesis without the involvement of a faculty but with a professor as thesis supervisor.’


We will be following a ‘sandwich model’ which, according to the UvA Information For Foreign Candidates (February 2000), ‘means that a large part of the research is carried out in the candidate’s homeland and supervision is exercised across the distance.’

I am a Canadian citizen and resident of New Westminster, British Columbia (near Vancouver) but I was born in The Netherlands and still hold Dutch citizenship. From Canada I will be in regular contact with my supervisors via email, telephone and online collaboration tools. I will also meet in person with my supervisors in the Netherlands at regular intervals to review the status of my research and to make any necessary adjustments to the research plan.

Although the abstract will be in Dutch, the language of my final PhD thesis and the working language of my research will be English.

While completing my PhD research I will continue to work, as I have since 2001, as a consultant for <a href=""http://artefactual.com"">Artefactual Systems</a>.","PhD Administrative Information","0",,"publish","open","open",,"phd-administrative-information",,,"2005-10-27 21:05:49","2005-10-28 04:05:49",,"0","http://archivemati.ca/2005/10/27/phd-administrative-information/","0","post",,"0"
"8","2","2005-10-27 21:21:55","2005-10-28 04:21:55","I am researching:

<ol><li>the online <a href=""http://archivemati.ca/2005/10/28/archives-access-systems"">access systems</a> of public archival institutions</li>
 <li>the management of <a href=""http://archivemati.ca/2005/10/28/personal-digital-archives/"">personal digital archives</a> by private individuals and families</li>
 <li>the enabling technologies and practices (e.g. <a href=""http://archivemati.ca/2005/11/10/what-is-web-20/"">Web 2.0</a>) that can better integrate public and private archival collections to enhance a community’s <a href=""http://archivemati.ca/2005/10/28/collective-memory/"">collective memory</a></li></ol><!--more-->

<img src=""http://archivemati.ca/wp-content/images/researchoverview.gif"" alt=""illustration of the main research domains"" style=""text-align: center;"" />","Research Topic","0",,"publish","open","open",,"research-topi",,,"2005-10-27 21:21:55","2005-10-28 04:21:55",,"0","http://archivemati.ca/2005/10/27/research-topi/","0","post",,"1"
"9","2","2005-10-27 21:39:49","2005-10-28 04:39:49","The theoretical framework for my research is Archival Science which “studies the characteristics of records in their social and cultural contexts and how they are created, used, selected and transferred through time.” (1)<!--more-->

Artefacts are products of human activity. This can include buildings, pottery shards and other types of functional objects. However, ‘Records’, ‘archives’ or ‘archival materials’ are artefacts in a documentary form. Their primary function is to store information and communicate messages by recording them on some viable medium, whether that is a drawing on a cave wall or a blog posting that is stored on a magnetic disk drive.

Archival Science studies records as process-bound information that is generated in the course of carrying out specific types of inter-connected human activities, whether in a formal business environment or within a personal sphere. Records are captured and stored with the intention of accessing them again at some future date and location whether for emotional reasons, as a memory-aid, as a source of knowledge, as legal evidence, to fulfill a specific business responsibility or to meet general social expectations of accountability. (2)

In short, records or archival materials “function as the memory of individuals, of organisations and of society. Individuals keep records in order to remember, to remind and to be reminded. An organisation needs a corporate memory to allow the organisation to keep running, to be able to make itself accountable and to document its own history.” (3)

The study of records as process-bound information that is managed as memory and evidence distinguishes Archival Science from other types of information sciences.

-------------
1) Ketelaar, Eric. <a href=""http://cf.hum.uva.nl/bai/home/eketelaar/timefuture.doc""><em>Time future contained in time past. Archival science in the 21st century</em></a> in Journal of the Japan Society for Archival Science (No. 1, 2004).

2) see Horsman, Peter.  <em>Archiveren. Een inleiding</em>. (Stichting Archiefpublicaties, 2004).

3) Thomassen, Theo. 'A First Introduction to Archival Science' in <em>Archival Science</em>. 1 (2001), pp. 373–385.","Archival Science","0",,"publish","open","open",,"archival-science",,,"2005-10-27 21:39:49","2005-10-28 04:39:49",,"0","http://archivemati.ca/2005/10/27/archival-science/","0","post",,"0"
"10","2","2005-10-28 13:24:39","2005-10-28 20:24:39","The research methodology that I will use falls roughly within the post-positivist school which combines both quantitative and qualitative methods to test deductive hypotheses which are refined over the course of the research as data is collected, analyzed and interpreted.<!--more-->

<h3>Phase 1</h3>
The first phase of the research is the statement of a topic of interest, establishing the research methodology, completing the University of Amsterdam administrative requirements and defining some initial, general hypotheses:

<h4>Initial, General Hypotheses</h4>
<ol style=""list-style-type:upper-roman""><li>The accessibility, relevance and usability of archival records managed by institutional memory organizations can be improved through:
<ol style=""list-style-type:lower-alpha""><li>the adaptation of new information and communication technologies and online practices from other types of Internet-based systems and communities into online archives access systems.</li>
<li>the integration of Archives user study findings directly into the functional requirements and architectures of online access systems.</li>

<li>the development of a generic, logical architecture for online archives access systems that is based on both open technology standards and archival standards and best practices.</li></ol></li>


<p>
<li>The management of personal and family archival collections can be improved by adapting generic, logical architectures for archives management systems used by institutional memory organizations to the consumer-grade products and services used at home by private individuals.</li>
</p>

<p>
<li>By using common logical architectures with open standards and protocols, the online access systems of public archival collections can be integrated and synchronized with personal and family archival collections.</li>
</p>

<p>
<li>By integrating archival content from institutional online access systems with archival content stored in personal and family archival collections:
<ol style=""list-style-type:lower-alpha""><li>collective memories will be enhanced</li>

<li>new communities of memory will be created</li>
<li>the value and meaning of archival materials will change</li></ol></li></p></ol>

<h3>Phase 2</h3>
The second phase of the research includes a literature and technology review that establishes a more detailed definition of the research topic, the theoretical framework, and the variables that will affect the analysis and interpretation of the research problem.

The second phase will refine the initial, general hypotheses to establish specific operational hypotheses that may be tested in the next phase of research.

<h3>Phase 3</h3>
The third phase of research will generate and collect data using both quantitative and qualitative methods.

The primary quantitative method in this research will be systems development which is a problem-solving method, typically applied to the development of computer information systems, that breaks a complex problem into pieces, designs a solution for each piece, and then integrates the solutions into a complete, operational system.

There are many system development methodologies (e.g. Structured Analysis and Design, Rational Unified Process, etc.) but, generally, each of these consists of the following high-level processes: requirements analysis, architecture design, system development and integration, system testing, system deployment, and system maintenance.

As a research method, “the systems development approach denotes a way to perform research through exploration and integration of available technologies to produce an artefact, system or system prototype. System development focuses on the theory testing, more than theory building aspects of research, allowing a smooth progression from development to evaluation. It could be thought of as proof-by-demonstration…A systems development methodology comprises three major steps: concept development; system building; and system evaluation. The concept building stage involves some theory building, where the theory can be illustrated by a system.” (1)

The systems development methodology can be used to design and implement prototype systems of both institutional online access systems, personal and family archives management systems, and any systems that are used to integrate these two. Test cases can be designed to prove empirically whether the functional requirements are met in a given system prototype.

At the same time, qualitative methods such as surveys, focus groups or interviews will have to be used to determine the level of quality improvement, if any, is deemed to have occurred for the online access systems and personal archives management technologies that are prototyped.

For the fourth and final research domain, some ethnographic research methods might be required to interpret whether and how collective memories may have been enhanced or how new communities of memory have been created and to describe their nature and form.

Lastly, historical research in the field of archival science might be required to determine whether and how there is any potential effect on the inherent value and meaning of records by using new enabling technologies to integrate public and private collections and to improve the usability of archival materials.

<h3>Phase 4</h3>
The data generated and collected in Phase 3 will be analyzed and interpreted. It will be determined whether the general and operational hypotheses have been refuted or supported. Based on this analysis, a final thesis will be drafted that frames the research findings as some general principles and rules.

<h3>Phase 5</h3>
Defend thesis to University of Amsterdam doctoral committee.

---------
1) Burstein, Frada. <em>System Development in Information Systems Research</em> in Research Methods for Students, Academics and Professionals: Information Management and Systems. 2nd ed. (Centre for Information Studies, 2002).","Research Methodology","0",,"publish","open","open",,"research-methodology",,,"2005-10-28 13:24:39","2005-10-28 20:24:39",,"0","http://archivemati.ca/2005/10/28/research-methodology/","0","post",,"0"
"11","2","2005-10-28 13:47:43","2005-10-28 20:47:43","Collective memory is a term used to describe the recollections that are shared in common by a group of people. Communities inherently go through a selective and subjective process of recounting past experiences to help shape their collective identity.<!--more--> This is true for all types of communities whether these are families, peer groups, neighbourhood associations, social clubs, online gaming communities, religious organizations, ethnic groups and nation states.

In my research I am interested in enabling technologies that integrate archives access systems with personal digital archives and the effects that might have on notions of collective memory.

Related issues include the extent of the archivist’s role in nurturing collective memories.","Collective Memory","0",,"publish","open","open",,"collective-memory",,,"2005-10-28 13:47:43","2005-10-28 20:47:43",,"0","http://archivemati.ca/2005/10/28/collective-memory/","0","post",,"4"
"12","2","2005-10-28 13:50:04","2005-10-28 20:50:04","Personal digital archives are the collections of <a href=""http://archivemati.ca/2005/11/08/archival-materials/"">archival materials </a>that people worldwide are creating at an accelerating rate due to the popularity and ubiquity of personal computers and related technologies such as digital cameras, MP3 players and personal websites.<!--more-->

Like <a href=""http://archivemati.ca/2005/11/06/archival-institutions/"">archival institutions</a>, individuals are also overwhelmed with challenges and choices when it comes to managing their <a href=""http://archivemati.ca/2005/11/08/digital-archives/"">digital archives</a> to ensure future access and use.

In my research I want to determine if and how archival principles, practices and technologies that are used in institutional settings can be applied to the management of personal digital archives.

Related issues include determining the distinctions, if any, between digital archives and digital libraries, e.g. digital information that was created by the individual vs. digital information (music, movies, articles, etc.) that was purchased or collected from external sources. What are the copyright or digital rights management issues from the perspective of the individual that just wants to maintain access to information that they've gathered and used over time?","Personal Digital Archives","0",,"publish","open","open",,"personal-digital-archives",,,"2005-10-28 13:50:04","2005-10-28 20:50:04",,"0","http://archivemati.ca/?p=14","0","post",,"0"
"13","2","2005-10-28 13:52:16","2005-10-28 20:52:16","<a href=""http://archivemati.ca/2005/11/06/archival-institutions/"">Archival institutions</a> use archives access systems to provide users with information about a collection of <a href=""http://archivemati.ca/2005/11/08/archival-materials/"">archival materials</a> and allow them to browse, search and retrieve specific items within the collection.

My research is focused on online access systems that use web-based technologies to provide access to digital or digitized archives. I am using the term ‘archives access systems’ to distinguish it as that component or sub-system within an OAIS-style <a href=""http://archivemati.ca/2005/11/08/digital-archives/"">digital archives</a> that makes the Access service available.

Over the course of my research I will maintain a baseline set of <a href=""http://archivemati.ca/2005/11/04/system-requirements-for-archives-access-systems/"">system requirements for archives access systems</a> that will be used to design <a href=""http://archivemati.ca/2005/11/04/logical-architecture-for-archives-access-systems/"">system architectures</a> and prototypes of archives access systems.

I will also be looking closely at the recent online trends and technologies referred to as <a href=""http://archivemati.ca/category/web-20/"">Web 2.0</a> and how these might benefit traditional archives access systems and practices.","Archives Access Systems","0",,"publish","open","open",,"archives-access-systems",,,"2005-10-28 13:52:16","2005-10-28 20:52:16",,"0","http://archivemati.ca/?p=15","0","post",,"0"
